0.0366667 0.000303843
0.11 0.00206308
0.183333 0.00585207
0.256667 0.0117708
0.33 0.0202609
0.403333 0.0319306
0.476667 0.0457272
0.55 0.061021
0.623333 0.0780056
0.696667 0.0964322
0.77 0.11568
0.843333 0.135531
0.916667 0.156405
0.99 0.177565
1.06333 0.199522
1.13667 0.221697
1.21 0.244389
1.28333 0.267628
1.35667 0.291555
1.43 0.316484
1.50333 0.342262
1.57667 0.368629
1.65 0.395414
1.72333 0.422215
1.79667 0.448739
1.87 0.474404
1.94333 0.498715
2.01667 0.521898
2.09 0.543543
2.16333 0.563769
2.23667 0.582763
2.31 0.600195
2.38333 0.616471
2.45667 0.631572
2.53 0.645595
2.60333 0.658598
2.67667 0.670907
2.75 0.682517
2.82333 0.693397
2.89667 0.703656
2.97 0.713369
3.04333 0.722541
3.11667 0.731268
3.19 0.739619
3.26333 0.747415
3.33667 0.754969
3.41 0.762192
3.48333 0.769079
3.55667 0.775709
3.63 0.782096
3.70333 0.78823
3.77667 0.794127
3.85 0.799775
3.92333 0.805258
3.99667 0.810553
4.07 0.815645
4.14333 0.820513
4.21667 0.825291
4.29 0.829912
4.36333 0.834386
4.43667 0.838696
4.51 0.842938
4.58333 0.846955
4.65667 0.850944
4.73 0.854746
4.80333 0.858472
4.87667 0.862035
4.95 0.865499
5.02333 0.868828
5.09667 0.872054
5.17 0.875206
5.24333 0.878301
5.31667 0.881251
5.39 0.884148
5.46333 0.88698
5.53667 0.889715
5.61 0.892399
5.68333 0.895068
5.75667 0.897576
5.83 0.900048
5.90333 0.902473
5.97667 0.904754
6.05 0.907041
6.12333 0.909276
6.19667 0.911461
6.27 0.913595
6.34333 0.915608
6.41667 0.917559
6.49 0.919544
6.56333 0.921455
6.63667 0.923318
6.71 0.925064
6.78333 0.926845
6.85667 0.928547
6.93 0.930181
7.00333 0.931803
7.07667 0.933359
7.15 0.934946
7.22333 0.936422
7.29667 0.937928
7.37 0.939353
7.44333 0.940829
7.51667 0.942204
7.59 0.943565
7.66333 0.944861
7.73667 0.946131
7.81 0.947427
7.88333 0.948695
7.95667 0.94992
8.03 0.951099
8.10333 0.952288
8.17667 0.953421
8.25 0.954558
8.32333 0.955622
8.39667 0.956722
8.47 0.957765
8.54333 0.958836
8.61667 0.959854
8.69 0.960847
8.76333 0.96182
8.83667 0.962823
8.91 0.963744
8.98333 0.96469
9.05667 0.965593
9.13 0.966448
9.20333 0.967331
9.27667 0.968172
9.35 0.969032
9.42333 0.969838
9.49667 0.970621
9.57 0.971398
9.64333 0.972161
9.71667 0.972919
9.79 0.973666
9.86333 0.97436
9.93667 0.975071
10.01 0.975771
10.0833 0.9764
10.1567 0.977074
10.23 0.977742
10.3033 0.978387
10.3767 0.979007
10.45 0.979624
10.5233 0.980216
10.5967 0.980821
10.67 0.981392
10.7433 0.981946
10.8167 0.982539
10.89 0.983101
10.9633 0.983634
11.0367 0.984154
11.11 0.984661
11.1833 0.985157
11.2567 0.985653
11.33 0.986132
11.4033 0.986615
11.4767 0.987077
11.55 0.987548
11.6233 0.988024
11.6967 0.988472
11.77 0.988905
11.8433 0.989341
11.9167 0.98976
11.99 0.990175
12.0633 0.990574
12.1367 0.990963
12.21 0.991337
12.2833 0.991721
12.3567 0.992098
12.43 0.992456
12.5033 0.992816
12.5767 0.993147
12.65 0.993467
12.7233 0.993796
12.7967 0.994144
12.87 0.994457
12.9433 0.994777
13.0167 0.995083
13.09 0.995369
13.1633 0.995656
13.2367 0.995957
13.31 0.99623
13.3833 0.996502
13.4567 0.996784
13.53 0.997068
13.6033 0.997334
13.6767 0.997578
13.75 0.997827
13.8233 0.998075
13.8967 0.998323
13.97 0.998561
14.0433 0.998785
14.1167 0.99899
14.19 0.999192
14.2633 0.99941
14.3367 0.999615
14.41 0.999821
14.4833 1
